DateZebrabox,Plate,Well,PTZ,Group,Genotype,Genotype2,TotalMovement,N_events,MaxSpeed,N_HSE,N_HSE_permin
2022.10.11,2,Loc91,2.5,,,,0,0,0,0,0
2022.10.11,2,Loc92,2.5,,,,0,0,0,0,0
2022.10.11,2,Loc93,2.5,,,,0,0,0,0,0
2022.10.11,2,Loc94,2.5,,,,0,0,0,0,0
2022.10.11,2,Loc95,2.5,,,,0,0,0,0,0
2022.10.11,2,Loc96,2.5,,,,0.306,0,0,0,0
2022.10.12,1,Loc01,0,GPR89,gpr89KO,gpr89KO,3774.148,125,6.897205589,0,0
2022.10.12,1,Loc02,0,GPR89,gpr89KO,gpr89KO,3662.261,71,10.784,0,0
2022.10.12,1,Loc03,0,GPR89,gpr89KO,gpr89KO,2775.177,37,5.317829457,0,0
2022.10.12,1,Loc04,0,GPR89,gpr89KO,gpr89KO,3757.658,83,11.64635365,0,0
2022.10.12,1,Loc05,0,GPR89,gpr89KO,gpr89KO,3946.633,114,25.45454545,2,0.033333333
2022.10.12,1,Loc06,0,GPR89,gpr89KO,gpr89KO,3788.058,89,7.120867769,0,0
2022.10.12,1,Loc07,0,GPR89,gpr89KO,gpr89KO,8191.537,189,15.9315738,0,0
2022.10.12,1,Loc08,0,GPR89,gpr89KO,gpr89KO,4632.101,132,11.187,0,0
2022.10.12,1,Loc09,0,GPR89,gpr89KO,gpr89KO,4782.039,103,17.79659319,0,0
2022.10.12,1,Loc10,0,GPR89,gpr89KO,gpr89KO,5509.738,132,9.024,0,0
2022.10.12,1,Loc11,0,GPR89,gpr89KO,gpr89KO,4555.877,125,16.22520661,0,0
2022.10.12,1,Loc12,0,GPR89,gpr89KO,gpr89KO,3619.457,86,10.85330579,0,0
2022.10.12,1,Loc13,0,GPR89,gpr89KO,gpr89KO,4290.834,80,13.82815735,0,0
2022.10.12,1,Loc14,0,GPR89,gpr89KO,gpr89KO,3932.48,69,27.55275895,1,0.016666667
2022.10.12,1,Loc15,0,GPR89,gpr89KO,gpr89KO,2941.319,51,14.502,0,0
2022.10.12,1,Loc16,0,GPR89,gpr89KO,gpr89KO,5582.627,125,13.64085189,0,0
2022.10.12,1,Loc17,0,GPR89,gpr89KO,gpr89KO,4008.946,87,15.12037037,0,0
2022.10.12,1,Loc18,0,GPR89,gpr89KO,gpr89KO,4940.996,117,20.068,0,0
2022.10.12,1,Loc19,0,GPR89,gpr89KO,gpr89KO,1675.373,22,22.94966118,0,0
2022.10.12,1,Loc20,0,GPR89,gpr89KO,gpr89KO,1205.941,4,6.754130224,0,0
2022.10.12,1,Loc21,0,GPR89,gpr89KO,gpr89KO,5597.094,106,20.98547919,0,0
2022.10.12,1,Loc22,0,GPR89,gpr89KO,gpr89KO,3415.178,66,11.03366337,0,0
2022.10.12,1,Loc23,0,GPR89,gpr89KO,gpr89KO,5236.538,92,15.95773196,0,0
2022.10.12,1,Loc24,0,GPR89,gpr89KO,gpr89KO,8155.272,86,24.14424008,1,0.016666667
2022.10.12,1,Loc25,0,GPR89,GPR89B,GPR89B,3227.974,61,12.3127572,0,0
2022.10.12,1,Loc26,0,GPR89,GPR89B,GPR89B,10062.406,93,9.716494845,0,0
2022.10.12,1,Loc27,0,GPR89,GPR89B,GPR89B,5225.897,91,8.004036327,0,0
2022.10.12,1,Loc28,0,GPR89,GPR89B,GPR89B,6370.066,142,20.15779284,0,0
2022.10.12,1,Loc29,0,GPR89,GPR89B,GPR89B,2371.732,55,15.87028074,0,0
2022.10.12,1,Loc30,0,GPR89,GPR89B,GPR89B,7859.125,145,86.28089888,3,0.05
2022.10.12,1,Loc31,0,GPR89,GPR89B,GPR89B,2862.511,28,9.513565891,0,0
2022.10.12,1,Loc32,0,GPR89,GPR89B,GPR89B,3988.454,47,9.665053243,0,0
2022.10.12,1,Loc33,0,GPR89,GPR89B,GPR89B,3480.355,81,9.306873185,0,0
2022.10.12,1,Loc34,0,GPR89,GPR89B,GPR89B,3882.522,70,12.13262343,0,0
2022.10.12,1,Loc35,0,GPR89,GPR89B,GPR89B,36.466,0,12.13262343,0,0
2022.10.12,1,Loc36,0,GPR89,GPR89B,GPR89B,2649.406,68,14.21590909,0,0
2022.10.12,1,Loc37,0,GPR89,GPR89B,GPR89B,5488.845,72,12.321,0,0
2022.10.12,1,Loc38,0,GPR89,GPR89B,GPR89B,5453.888,117,8.116116116,0,0
2022.10.12,1,Loc39,0,GPR89,GPR89B,GPR89B,5145.743,147,16.01452081,0,0
2022.10.12,1,Loc40,0,GPR89,GPR89B,GPR89B,4384.4,65,11.557394,0,0
2022.10.12,1,Loc41,0,GPR89,GPR89B,GPR89B,5166.768,118,9.22071636,0,0
2022.10.12,1,Loc42,0,GPR89,GPR89B,GPR89B,4515.188,79,6.255144033,0,0
2022.10.12,1,Loc43,0,GPR89,GPR89B,GPR89B,1479.748,8,8.602129719,0,0
2022.10.12,1,Loc44,0,GPR89,GPR89B,GPR89B,4781.768,95,13.04132231,0,0
2022.10.12,1,Loc45,0,GPR89,GPR89B,GPR89B,9516.903,98,9.570837642,0,0
2022.10.12,1,Loc46,0,GPR89,GPR89B,GPR89B,4180.379,74,19.99791232,0,0
2022.10.12,1,Loc47,0,GPR89,GPR89B,GPR89B,7955.231,141,11.7964876,0,0
2022.10.12,1,Loc48,0,GPR89,GPR89B,GPR89B,3710.505,64,12.66528926,0,0
2022.10.12,1,Loc49,0,control,eGFP,control,4822.297,140,6.856143856,0,0
2022.10.12,1,Loc50,0,control,eGFP,control,3379.854,72,7.723136496,0,0
2022.10.12,1,Loc51,0,control,eGFP,control,2608.327,20,3.887218045,0,0
2022.10.12,1,Loc52,0,control,eGFP,control,2235.431,43,8.744023904,0,0
2022.10.12,1,Loc53,0,control,eGFP,control,1635.628,9,2.7075,0,0
2022.10.12,1,Loc54,0,control,eGFP,control,3323.772,61,32.47058824,2,0.033333333
2022.10.12,1,Loc55,0,control,eGFP,control,3135.812,55,6.286157025,0,0
2022.10.12,1,Loc56,0,control,eGFP,control,2503.292,48,2.498043053,0,0
2022.10.12,1,Loc57,0,control,eGFP,control,2702.464,49,6.134297521,0,0
2022.10.12,1,Loc58,0,control,eGFP,control,3227.9,77,10.14152893,0,0
2022.10.12,1,Loc59,0,control,eGFP,control,1906.957,7,6.191468254,0,0
2022.10.12,1,Loc60,0,control,eGFP,control,6346.306,109,13.479,0,0
2022.10.12,1,Loc61,0,control,eGFP,control,2534.538,15,7.525653437,0,0
2022.10.12,1,Loc62,0,control,eGFP,control,3740.562,106,30.41176471,1,0.016666667
2022.10.12,1,Loc63,0,control,eGFP,control,13793.663,58,26.996,3,0.05
2022.10.12,1,Loc64,0,control,eGFP,control,978.236,0,26.996,0,0
2022.10.12,1,Loc65,0,control,eGFP,control,2860.393,45,5.865889213,0,0
2022.10.12,1,Loc66,0,control,eGFP,control,2593.572,40,5.85285576,0,0
2022.10.12,1,Loc67,0,control,eGFP,control,2018.078,17,7.946,0,0
2022.10.12,1,Loc68,0,control,eGFP,control,6387.968,119,12.9070668,0,0
2022.10.12,1,Loc69,0,control,eGFP,control,3621,92,4.728728729,0,0
2022.10.12,1,Loc70,0,control,eGFP,control,3474.253,82,7.465,0,0
2022.10.12,1,Loc71,0,control,eGFP,control,1746.245,20,4.592363261,0,0
2022.10.12,1,Loc72,0,control,eGFP,control,3196.847,50,10.479,0,0
2022.10.12,1,Loc73,0,control,scrambled,control,2326.397,55,3.938,0,0
2022.10.12,1,Loc74,0,control,scrambled,control,2174.837,37,10.18340164,0,0
2022.10.12,1,Loc75,0,control,scrambled,control,3742.173,107,7.966976264,0,0
2022.10.12,1,Loc76,0,control,scrambled,control,4458.583,117,16.02904163,0,0
2022.10.12,1,Loc77,0,control,scrambled,control,1511.016,33,8.071071071,0,0
2022.10.12,1,Loc78,0,control,scrambled,control,1567.299,15,7.977395048,0,0
2022.10.12,1,Loc79,0,control,scrambled,control,2917.955,33,4.948453608,0,0
2022.10.12,1,Loc80,0,control,scrambled,control,6.79,0,4.948453608,0,0
2022.10.12,1,Loc81,0,control,scrambled,control,3338.587,64,14.76756198,0,0
2022.10.12,1,Loc82,0,control,scrambled,control,1888.096,42,10.23553719,0,0
2022.10.12,1,Loc83,0,control,scrambled,control,1949.736,32,9.13,0,0
2022.10.12,1,Loc84,0,control,scrambled,control,190.104,0,9.13,0,0
2022.10.12,1,Loc85,0,control,scrambled,control,1201.539,8,5.197,0,0
2022.10.12,1,Loc86,0,control,scrambled,control,1703.517,37,29.5661157,1,0.016666667
2022.10.12,1,Loc87,0,control,scrambled,control,1932.351,28,5.367839196,0,0
2022.10.12,1,Loc88,0,control,scrambled,control,2756.716,52,26.64772727,1,0.016666667
2022.10.12,1,Loc89,0,control,scrambled,control,2302.676,46,35.21590909,1,0.016666667
2022.10.12,1,Loc90,0,control,scrambled,control,1383.12,22,6.82,0,0
2022.10.12,1,Loc91,0,control,scrambled,control,1186.854,29,9.242,0,0
2022.10.12,1,Loc92,0,control,scrambled,control,180.588,0,9.242,0,0
2022.10.12,1,Loc93,0,control,scrambled,control,1639.191,56,17.05237633,0,0
2022.10.12,1,Loc94,0,control,scrambled,control,3.235,0,17.05237633,0,0
2022.10.12,1,Loc95,0,control,scrambled,control,16635.768,53,28.413,1,0.016666667
2022.10.12,1,Loc96,0,control,scrambled,control,2496.651,58,5.745401742,0,0
2022.10.12,1,Loc01,2.5,GPR89,gpr89KO,gpr89KO,4113.213,61,63.974,11,0.183333333
2022.10.12,1,Loc02,2.5,GPR89,gpr89KO,gpr89KO,9779.663,163,73.63250518,37,0.616666667
2022.10.12,1,Loc03,2.5,GPR89,gpr89KO,gpr89KO,5005.076,117,49.109,9,0.15
2022.10.12,1,Loc04,2.5,GPR89,gpr89KO,gpr89KO,3012.913,15,51.635,3,0.05
2022.10.12,1,Loc05,2.5,GPR89,gpr89KO,gpr89KO,4851.379,117,25.4241517,1,0.016666667
2022.10.12,1,Loc06,2.5,GPR89,gpr89KO,gpr89KO,5302.846,62,48.027,19,0.316666667
2022.10.12,1,Loc07,2.5,GPR89,gpr89KO,gpr89KO,5083.607,62,52.66871795,7,0.116666667
2022.10.12,1,Loc08,2.5,GPR89,gpr89KO,gpr89KO,7031.912,92,79.81881882,32,0.533333333
2022.10.12,1,Loc09,2.5,GPR89,gpr89KO,gpr89KO,5985.309,79,73.59059059,14,0.233333333
2022.10.12,1,Loc10,2.5,GPR89,gpr89KO,gpr89KO,10043.077,117,71.107,36,0.6
2022.10.12,1,Loc11,2.5,GPR89,gpr89KO,gpr89KO,5800.554,67,66.503,19,0.316666667
2022.10.12,1,Loc12,2.5,GPR89,gpr89KO,gpr89KO,7546.839,93,62.336,12,0.2
2022.10.12,1,Loc13,2.5,GPR89,gpr89KO,gpr89KO,11464.115,96,41.56312625,5,0.083333333
2022.10.12,1,Loc14,2.5,GPR89,gpr89KO,gpr89KO,4538.709,60,49.63065327,10,0.166666667
2022.10.12,1,Loc15,2.5,GPR89,gpr89KO,gpr89KO,5071.759,77,44.138,3,0.05
2022.10.12,1,Loc16,2.5,GPR89,gpr89KO,gpr89KO,4579.187,39,79.652,11,0.183333333
2022.10.12,1,Loc17,2.5,GPR89,gpr89KO,gpr89KO,7138.691,103,64.76423576,14,0.233333333
2022.10.12,1,Loc18,2.5,GPR89,gpr89KO,gpr89KO,5273.116,62,49.034,18,0.3
2022.10.12,1,Loc19,2.5,GPR89,gpr89KO,gpr89KO,3411.598,75,46.97070707,1,0.016666667
2022.10.12,1,Loc20,2.5,GPR89,gpr89KO,gpr89KO,4152.453,69,55.372,9,0.15
2022.10.12,1,Loc21,2.5,GPR89,gpr89KO,gpr89KO,5705.285,79,62.50806452,12,0.2
2022.10.12,1,Loc22,2.5,GPR89,gpr89KO,gpr89KO,5102.862,74,21.737,0,0
2022.10.12,1,Loc23,2.5,GPR89,gpr89KO,gpr89KO,5353.545,63,52.829,12,0.2
2022.10.12,1,Loc24,2.5,GPR89,gpr89KO,gpr89KO,7627.053,64,52.191,6,0.1
2022.10.12,1,Loc25,2.5,GPR89,GPR89B,GPR89B,3380.491,43,21.192,0,0
2022.10.12,1,Loc26,2.5,GPR89,GPR89B,GPR89B,4947.475,34,62.79077253,10,0.166666667
2022.10.12,1,Loc27,2.5,GPR89,GPR89B,GPR89B,7740.047,61,69.658,30,0.5
2022.10.12,1,Loc28,2.5,GPR89,GPR89B,GPR89B,3708.867,66,10.468,0,0
2022.10.12,1,Loc29,2.5,GPR89,GPR89B,GPR89B,3296.944,63,10.298,0,0
2022.10.12,1,Loc30,2.5,GPR89,GPR89B,GPR89B,10333.759,17,54.88288288,4,0.066666667
2022.10.12,1,Loc31,2.5,GPR89,GPR89B,GPR89B,3459.54,52,9.729270729,0,0
2022.10.12,1,Loc32,2.5,GPR89,GPR89B,GPR89B,6839.859,53,77.56112224,21,0.35
2022.10.12,1,Loc33,2.5,GPR89,GPR89B,GPR89B,3427.528,33,17.366,0,0
2022.10.12,1,Loc34,2.5,GPR89,GPR89B,GPR89B,4183.745,40,54.91816367,9,0.15
2022.10.12,1,Loc35,2.5,GPR89,GPR89B,GPR89B,1168.849,21,9.361944157,0,0
2022.10.12,1,Loc36,2.5,GPR89,GPR89B,GPR89B,4139.377,107,14.014,0,0
2022.10.12,1,Loc37,2.5,GPR89,GPR89B,GPR89B,7847.756,156,19.70051282,0,0
2022.10.12,1,Loc38,2.5,GPR89,GPR89B,GPR89B,4445.42,38,70.14453961,14,0.233333333
2022.10.12,1,Loc39,2.5,GPR89,GPR89B,GPR89B,4019.104,60,18.06893107,0,0
2022.10.12,1,Loc40,2.5,GPR89,GPR89B,GPR89B,7661.777,38,81.942,23,0.383333333
2022.10.12,1,Loc41,2.5,GPR89,GPR89B,GPR89B,5699.745,40,76.669,25,0.416666667
2022.10.12,1,Loc42,2.5,GPR89,GPR89B,GPR89B,6460.082,86,57.234,23,0.383333333
2022.10.12,1,Loc43,2.5,GPR89,GPR89B,GPR89B,3661.381,103,17.664,0,0
2022.10.12,1,Loc44,2.5,GPR89,GPR89B,GPR89B,9839.505,113,68.694,42,0.7
2022.10.12,1,Loc45,2.5,GPR89,GPR89B,GPR89B,5016.137,37,70.681,18,0.3
2022.10.12,1,Loc46,2.5,GPR89,GPR89B,GPR89B,5433.831,58,66.284,12,0.2
2022.10.12,1,Loc47,2.5,GPR89,GPR89B,GPR89B,5316.593,28,69.299,11,0.183333333
2022.10.12,1,Loc48,2.5,GPR89,GPR89B,GPR89B,7036.719,57,75.211,32,0.533333333
2022.10.12,1,Loc49,2.5,control,eGFP,control,4795.8,56,29.05,3,0.05
2022.10.12,1,Loc50,2.5,control,eGFP,control,3308.091,38,57.95182013,3,0.05
2022.10.12,1,Loc51,2.5,control,eGFP,control,3603.955,23,53.15484515,4,0.066666667
2022.10.12,1,Loc52,2.5,control,eGFP,control,3221.837,34,40.125,3,0.05
2022.10.12,1,Loc53,2.5,control,eGFP,control,5021.798,91,27.176,2,0.033333333
2022.10.12,1,Loc54,2.5,control,eGFP,control,5531.034,130,39.24528302,3,0.05
2022.10.12,1,Loc55,2.5,control,eGFP,control,6447.118,98,64.14,6,0.1
2022.10.12,1,Loc56,2.5,control,eGFP,control,3343.888,40,58.066,4,0.066666667
2022.10.12,1,Loc57,2.5,control,eGFP,control,3364.671,28,56.54244306,4,0.066666667
2022.10.12,1,Loc58,2.5,control,eGFP,control,3908.93,57,37.76,3,0.05
2022.10.12,1,Loc59,2.5,control,eGFP,control,3631.774,26,51.34731707,6,0.1
2022.10.12,1,Loc60,2.5,control,eGFP,control,4580.963,44,48.834,9,0.15
2022.10.12,1,Loc61,2.5,control,eGFP,control,4259.419,31,48.58634953,17,0.283333333
2022.10.12,1,Loc62,2.5,control,eGFP,control,3480.154,45,10.41241241,0,0
2022.10.12,1,Loc63,2.5,control,eGFP,control,3420.527,62,28.1106515,2,0.033333333
2022.10.12,1,Loc64,2.5,control,eGFP,control,2228.462,84,10.253,0,0
2022.10.12,1,Loc65,2.5,control,eGFP,control,5496.698,48,58.77854671,14,0.233333333
2022.10.12,1,Loc66,2.5,control,eGFP,control,3827.36,56,18.215,0,0
2022.10.12,1,Loc67,2.5,control,eGFP,control,4393.602,43,52.38095238,6,0.1
2022.10.12,1,Loc68,2.5,control,eGFP,control,5964.986,60,62.098,24,0.4
2022.10.12,1,Loc69,2.5,control,eGFP,control,4173.211,44,46.262,2,0.033333333
2022.10.12,1,Loc70,2.5,control,eGFP,control,3497.397,37,9.190332326,0,0
2022.10.12,1,Loc71,2.5,control,eGFP,control,4809.382,72,19.92284569,0,0
2022.10.12,1,Loc72,2.5,control,eGFP,control,3595.959,47,37.473,3,0.05
2022.10.12,1,Loc73,2.5,control,scrambled,control,4869.297,106,45.36311239,2,0.033333333
2022.10.12,1,Loc74,2.5,control,scrambled,control,4974.17,63,54.35647668,10,0.166666667
2022.10.12,1,Loc75,2.5,control,scrambled,control,4332.028,95,43.768,6,0.1
2022.10.12,1,Loc76,2.5,control,scrambled,control,5006.447,42,90.13768116,11,0.183333333
2022.10.12,1,Loc77,2.5,control,scrambled,control,5584.329,56,58.992,15,0.25
2022.10.12,1,Loc78,2.5,control,scrambled,control,7589.283,121,51.24198552,20,0.333333333
2022.10.12,1,Loc79,2.5,control,scrambled,control,2617.559,16,47.548,1,0.016666667
2022.10.12,1,Loc80,2.5,control,scrambled,control,1537.755,8,12.301,0,0
2022.10.12,1,Loc81,2.5,control,scrambled,control,6232.989,73,59.4222668,18,0.3
2022.10.12,1,Loc82,2.5,control,scrambled,control,4204.589,58,62.704,4,0.066666667
2022.10.12,1,Loc83,2.5,control,scrambled,control,2919.484,25,27.802,2,0.033333333
2022.10.12,1,Loc84,2.5,control,scrambled,control,317.125,0,27.802,0,0
2022.10.12,1,Loc85,2.5,control,scrambled,control,4290.833,72,60.62254395,6,0.1
2022.10.12,1,Loc86,2.5,control,scrambled,control,5363.077,85,53.45666667,15,0.25
2022.10.12,1,Loc87,2.5,control,scrambled,control,3804.385,53,46.082,4,0.066666667
2022.10.12,1,Loc88,2.5,control,scrambled,control,5819.494,77,58.93581781,22,0.366666667
2022.10.12,1,Loc89,2.5,control,scrambled,control,3212.364,60,14.32438017,0,0
2022.10.12,1,Loc90,2.5,control,scrambled,control,4361.999,62,38.37708333,6,0.1
2022.10.12,1,Loc91,2.5,control,scrambled,control,3120.976,34,26.657,1,0.016666667
2022.10.12,1,Loc92,2.5,control,scrambled,control,2777.658,29,18.5974026,0,0
2022.10.12,1,Loc93,2.5,control,scrambled,control,3259.171,64,19.77971311,0,0
2022.10.12,1,Loc94,2.5,control,scrambled,control,6127.096,71,23.96261682,1,0.016666667
2022.10.12,1,Loc95,2.5,control,scrambled,control,4369.468,52,67.345,17,0.283333333
2022.10.12,1,Loc96,2.5,control,scrambled,control,3744.003,47,40.69641026,4,0.066666667
2022.10.12,2,Loc01,0,GPR89,gpr89KO,gpr89KO,3337.217,81,6.814814815,0,0
2022.10.12,2,Loc02,0,GPR89,gpr89KO,gpr89KO,12996.408,59,17.055,0,0
2022.10.12,2,Loc03,0,GPR89,gpr89KO,gpr89KO,3001.929,38,7.490175801,0,0
2022.10.12,2,Loc04,0,GPR89,gpr89KO,gpr89KO,4574.671,107,8.881,0,0
2022.10.12,2,Loc05,0,GPR89,gpr89KO,gpr89KO,3542.982,90,4.787,0,0
2022.10.12,2,Loc06,0,GPR89,gpr89KO,gpr89KO,9584.726,111,15.695,0,0
2022.10.12,2,Loc07,0,GPR89,gpr89KO,gpr89KO,10279.167,108,18.184,0,0
2022.10.12,2,Loc08,0,GPR89,gpr89KO,gpr89KO,8068.769,158,13.346,0,0
2022.10.12,2,Loc09,0,GPR89,gpr89KO,gpr89KO,14565.262,90,19.5887663,0,0
2022.10.12,2,Loc10,0,GPR89,gpr89KO,gpr89KO,3238.342,50,14.49,0,0
2022.10.12,2,Loc11,0,GPR89,gpr89KO,gpr89KO,3683.075,83,7.069,0,0
2022.10.12,2,Loc12,0,GPR89,gpr89KO,gpr89KO,3594.45,77,4.658,0,0
2022.10.12,2,Loc13,0,GPR89,gpr89KO,gpr89KO,299.582,1,84.02941176,1,0.016666667
2022.10.12,2,Loc14,0,GPR89,gpr89KO,gpr89KO,9761.941,106,24.33921162,1,0.016666667
2022.10.12,2,Loc15,0,GPR89,gpr89KO,gpr89KO,10756.082,103,23.62393162,1,0.016666667
2022.10.12,2,Loc16,0,GPR89,gpr89KO,gpr89KO,3976.853,96,7.926,0,0
2022.10.12,2,Loc17,0,GPR89,gpr89KO,gpr89KO,3541.288,96,7.261738262,0,0
2022.10.12,2,Loc18,0,GPR89,gpr89KO,gpr89KO,2829.067,64,6.81,0,0
2022.10.12,2,Loc19,0,GPR89,gpr89KO,gpr89KO,3939.742,82,7.192,0,0
2022.10.12,2,Loc20,0,GPR89,gpr89KO,gpr89KO,3543.779,75,6.311688312,0,0
2022.10.12,2,Loc21,0,GPR89,gpr89KO,gpr89KO,3181.551,33,5.162,0,0
2022.10.12,2,Loc22,0,GPR89,gpr89KO,gpr89KO,60.554,0,5.162,0,0
2022.10.12,2,Loc23,0,GPR89,gpr89KO,gpr89KO,3826.996,89,6.401401401,0,0
2022.10.12,2,Loc24,0,GPR89,gpr89KO,gpr89KO,3841.12,90,5.871,0,0
2022.10.12,2,Loc25,0,GPR89,GPR89B,GPR89B,2680.985,31,9.032806804,0,0
2022.10.12,2,Loc26,0,GPR89,GPR89B,GPR89B,3703.098,90,9.434565435,0,0
2022.10.12,2,Loc27,0,GPR89,GPR89B,GPR89B,5556.659,95,10.737,0,0
2022.10.12,2,Loc28,0,GPR89,GPR89B,GPR89B,3810.286,131,4.132,0,0
2022.10.12,2,Loc29,0,GPR89,GPR89B,GPR89B,3586.204,57,8.326975477,0,0
2022.10.12,2,Loc30,0,GPR89,GPR89B,GPR89B,5857.433,88,14.86086086,0,0
2022.10.12,2,Loc31,0,GPR89,GPR89B,GPR89B,3634.699,39,6.186,0,0
2022.10.12,2,Loc32,0,GPR89,GPR89B,GPR89B,9.491,0,6.186,0,0
2022.10.12,2,Loc33,0,GPR89,GPR89B,GPR89B,4916.11,123,8.787787788,0,0
2022.10.12,2,Loc34,0,GPR89,GPR89B,GPR89B,3329.91,44,3.976,0,0
2022.10.12,2,Loc35,0,GPR89,GPR89B,GPR89B,3230.135,75,5.558359621,0,0
2022.10.12,2,Loc36,0,GPR89,GPR89B,GPR89B,3526.378,79,6.065934066,0,0
2022.10.12,2,Loc37,0,GPR89,GPR89B,GPR89B,6640.29,162,10.44345238,0,0
2022.10.12,2,Loc38,0,GPR89,GPR89B,GPR89B,2889.664,33,5.42,0,0
2022.10.12,2,Loc39,0,GPR89,GPR89B,GPR89B,3818.33,100,7.743271222,0,0
2022.10.12,2,Loc40,0,GPR89,GPR89B,GPR89B,4336.196,118,5.383316783,0,0
2022.10.12,2,Loc41,0,GPR89,GPR89B,GPR89B,3213.448,58,5.361553785,0,0
2022.10.12,2,Loc42,0,GPR89,GPR89B,GPR89B,4196.229,94,6.032,0,0
2022.10.12,2,Loc43,0,GPR89,GPR89B,GPR89B,3751.106,85,5.388164493,0,0
2022.10.12,2,Loc44,0,GPR89,GPR89B,GPR89B,2877.253,66,10.11488511,0,0
2022.10.12,2,Loc45,0,GPR89,GPR89B,GPR89B,3991.954,115,7.47,0,0
2022.10.12,2,Loc46,0,GPR89,GPR89B,GPR89B,3068.575,103,5.286286286,0,0
2022.10.12,2,Loc47,0,GPR89,GPR89B,GPR89B,4196.191,90,8.73156682,0,0
2022.10.12,2,Loc48,0,GPR89,GPR89B,GPR89B,3733.149,70,4.119119119,0,0
2022.10.12,2,Loc49,0,control,eGFP,control,3334.372,65,5.625,0,0
2022.10.12,2,Loc50,0,control,eGFP,control,2765.473,36,4.407,0,0
2022.10.12,2,Loc51,0,control,eGFP,control,4899.603,139,8.945,0,0
2022.10.12,2,Loc52,0,control,eGFP,control,3591.641,86,7.994469027,0,0
2022.10.12,2,Loc53,0,control,eGFP,control,4684.57,114,13.997,0,0
2022.10.12,2,Loc54,0,control,eGFP,control,4721.124,51,5.8998999,0,0
2022.10.12,2,Loc55,0,control,eGFP,control,3371.084,56,5.145290581,0,0
2022.10.12,2,Loc56,0,control,eGFP,control,3459.546,115,4.19019019,0,0
2022.10.12,2,Loc57,0,control,eGFP,control,3105.165,52,3.333,0,0
2022.10.12,2,Loc58,0,control,eGFP,control,2886.751,52,2.95114656,0,0
2022.10.12,2,Loc59,0,control,eGFP,control,2473.408,23,5.904809619,0,0
2022.10.12,2,Loc60,0,control,eGFP,control,2739.85,35,4.561386139,0,0
2022.10.12,2,Loc61,0,control,eGFP,control,4410.711,99,5.351,0,0
2022.10.12,2,Loc62,0,control,eGFP,control,3264.771,65,5.787212787,0,0
2022.10.12,2,Loc63,0,control,eGFP,control,2486.075,4,1.333,0,0
2022.10.12,2,Loc64,0,control,eGFP,control,2753.644,42,5.034,0,0
2022.10.12,2,Loc65,0,control,eGFP,control,3457.923,107,8.73,0,0
2022.10.12,2,Loc66,0,control,eGFP,control,1387.527,2,1.294,0,0
2022.10.12,2,Loc67,0,control,eGFP,control,9810.13,77,16.027,0,0
2022.10.12,2,Loc68,0,control,eGFP,control,2981.914,33,5.159,0,0
2022.10.12,2,Loc69,0,control,eGFP,control,3096.339,69,3.620620621,0,0
2022.10.12,2,Loc70,0,control,eGFP,control,3015.891,63,5.459,0,0
2022.10.12,2,Loc71,0,control,eGFP,control,3668.199,61,7.834,0,0
2022.10.12,2,Loc72,0,control,eGFP,control,2686.299,41,2.974,0,0
2022.10.12,2,Loc73,0,control,scrambled,control,4409.769,147,19.36363636,0,0
2022.10.12,2,Loc74,0,control,scrambled,control,3702.855,85,11.863,0,0
2022.10.12,2,Loc75,0,control,scrambled,control,7701.414,137,15.33,0,0
2022.10.12,2,Loc76,0,control,scrambled,control,7975.642,127,31.982,2,0.033333333
2022.10.12,2,Loc77,0,control,scrambled,control,3273.932,45,6.925925926,0,0
2022.10.12,2,Loc78,0,control,scrambled,control,9575.601,54,8.827,0,0
2022.10.12,2,Loc79,0,control,scrambled,control,2875.247,22,4.137,0,0
2022.10.12,2,Loc80,0,control,scrambled,control,2798.421,46,3.86,0,0
2022.10.12,2,Loc81,0,control,scrambled,control,3559.693,27,12.92537313,0,0
2022.10.12,2,Loc82,0,control,scrambled,control,2880.121,45,3.546,0,0
2022.10.12,2,Loc83,0,control,scrambled,control,3580.626,91,19.324,0,0
2022.10.12,2,Loc84,0,control,scrambled,control,0.42,0,19.324,0,0
2022.10.12,2,Loc85,0,control,scrambled,control,6274.483,124,21.754,0,0
2022.10.12,2,Loc86,0,control,scrambled,control,3401.499,84,7.03003003,0,0
2022.10.12,2,Loc87,0,control,scrambled,control,3023.115,37,7.505494505,0,0
2022.10.12,2,Loc88,0,control,scrambled,control,2509.231,50,5.498,0,0
2022.10.12,2,Loc89,0,control,scrambled,control,3061.986,78,3.426426426,0,0
2022.10.12,2,Loc90,0,control,scrambled,control,4683.545,22,7.79,0,0
2022.10.12,2,Loc91,0,control,scrambled,control,3939.86,54,11.89756098,0,0
2022.10.12,2,Loc92,0,control,scrambled,control,3943.497,76,7.515,0,0
2022.10.12,2,Loc93,0,control,scrambled,control,9890.492,37,26.62862863,1,0.016666667
2022.10.12,2,Loc94,0,control,scrambled,control,4507.216,66,8.680851064,0,0
2022.10.12,2,Loc95,0,control,scrambled,control,10137.847,108,35.427,4,0.066666667
2022.10.12,2,Loc96,0,control,scrambled,control,5183.211,150,8.197860963,0,0
2022.10.12,2,Loc01,2.5,GPR89,gpr89KO,gpr89KO,4236.477,89,44.031,2,0.033333333
2022.10.12,2,Loc02,2.5,GPR89,gpr89KO,gpr89KO,6605.841,90,68.253,9,0.15
