DateZebrabox,Plate,Well,PTZ,Group,Genotype,Genotype2,TotalMovement,N_events,MaxSpeed,N_HSE,N_HSE_permin
2022.10.20,1,Loc25,0,SRGAP2,SRGAP2C,SRGAP2C,5455.405,124,43.902,1,0.016666667
2022.10.20,1,Loc26,0,SRGAP2,SRGAP2C,SRGAP2C,4420.626,28,9.09699321,0,0
2022.10.20,1,Loc27,0,SRGAP2,SRGAP2C,SRGAP2C,3549.331,73,24.504,1,0.016666667
2022.10.20,1,Loc28,0,SRGAP2,SRGAP2C,SRGAP2C,6117.081,145,35.008,1,0.016666667
2022.10.20,1,Loc29,0,SRGAP2,SRGAP2C,SRGAP2C,4806.406,136,14.119,0,0
2022.10.20,1,Loc30,0,SRGAP2,SRGAP2C,SRGAP2C,9306.075,162,18.803,0,0
2022.10.20,1,Loc31,0,SRGAP2,SRGAP2C,SRGAP2C,4241.665,62,43.193,3,0.05
2022.10.20,1,Loc32,0,SRGAP2,SRGAP2C,SRGAP2C,3856.068,74,14.528,0,0
2022.10.20,1,Loc33,0,SRGAP2,SRGAP2C,SRGAP2C,4547.322,65,19.07792208,0,0
2022.10.20,1,Loc34,0,SRGAP2,SRGAP2C,SRGAP2C,3937.574,91,8.775,0,0
2022.10.20,1,Loc35,0,control,eGFP,control,1706.627,14,2.899896801,0,0
2022.10.20,1,Loc36,0,control,eGFP,control,5828.726,95,18.59565667,0,0
2022.10.20,1,Loc37,0,SRGAP2,SRGAP2C,SRGAP2C,1320.578,1,19.27810078,0,0
2022.10.20,1,Loc38,0,SRGAP2,SRGAP2C,SRGAP2C,13133.401,56,38.30069124,4,0.066666667
2022.10.20,1,Loc39,0,SRGAP2,SRGAP2C,SRGAP2C,4103.184,65,45.042,1,0.016666667
2022.10.20,1,Loc40,0,SRGAP2,SRGAP2C,SRGAP2C,4261.092,116,12.63157895,0,0
2022.10.20,1,Loc41,0,SRGAP2,SRGAP2C,SRGAP2C,2389.341,53,7.701260912,0,0
2022.10.20,1,Loc42,0,SRGAP2,SRGAP2C,SRGAP2C,3611.029,68,13.553,0,0
2022.10.20,1,Loc43,0,SRGAP2,SRGAP2C,SRGAP2C,6381.329,149,17.10216718,0,0
2022.10.20,1,Loc44,0,SRGAP2,SRGAP2C,SRGAP2C,6185.126,160,18.116,0,0
2022.10.20,1,Loc45,0,SRGAP2,SRGAP2C,SRGAP2C,3770.265,43,24.00677638,1,0.016666667
2022.10.20,1,Loc46,0,SRGAP2,SRGAP2C,SRGAP2C,3183.861,76,16.12663317,0,0
2022.10.20,1,Loc47,0,control,eGFP,control,3658.015,89,7.510552764,0,0
2022.10.20,1,Loc48,0,control,eGFP,control,7774.412,182,17.23498233,0,0
2022.10.20,1,Loc49,0,SRGAP2,SRGAP2A,SRGAP2A,3462.46,81,16.50672182,0,0
2022.10.20,1,Loc50,0,SRGAP2,SRGAP2A,SRGAP2A,11494.865,118,14.83075335,0,0
2022.10.20,1,Loc51,0,SRGAP2,SRGAP2A,SRGAP2A,2559.066,30,8.593202884,0,0
2022.10.20,1,Loc52,0,SRGAP2,SRGAP2A,SRGAP2A,7870.259,148,16.22516556,0,0
2022.10.20,1,Loc53,0,SRGAP2,SRGAP2A,SRGAP2A,4736.162,86,9.159,0,0
2022.10.20,1,Loc54,0,SRGAP2,SRGAP2A,SRGAP2A,4732.244,86,12.884,0,0
2022.10.20,1,Loc55,0,SRGAP2,SRGAP2A,SRGAP2A,1934.435,19,2.648,0,0
2022.10.20,1,Loc56,0,SRGAP2,SRGAP2A,SRGAP2A,18816.532,20,30.29332043,1,0.016666667
2022.10.20,1,Loc57,0,SRGAP2,SRGAP2A,SRGAP2A,5096.424,149,15.34753146,0,0
2022.10.20,1,Loc58,0,SRGAP2,SRGAP2A,SRGAP2A,5780.296,192,14.42031873,0,0
2022.10.20,1,Loc59,0,control,eGFP,control,4137.621,93,10.53630203,0,0
2022.10.20,1,Loc60,0,control,eGFP,control,4677.037,128,17.46464646,0,0
2022.10.20,1,Loc61,0,SRGAP2,SRGAP2A,SRGAP2A,12680.133,96,21.73709834,0,0
2022.10.20,1,Loc62,0,SRGAP2,SRGAP2A,SRGAP2A,12906.848,146,43.90590591,11,0.183333333
2022.10.20,1,Loc63,0,SRGAP2,SRGAP2A,SRGAP2A,2485.968,26,3.741516966,0,0
2022.10.20,1,Loc64,0,SRGAP2,SRGAP2A,SRGAP2A,2819.757,20,8.873184898,0,0
2022.10.20,1,Loc65,0,SRGAP2,SRGAP2A,SRGAP2A,4171.177,48,14.956,0,0
2022.10.20,1,Loc66,0,SRGAP2,SRGAP2A,SRGAP2A,3598.11,60,9.579390116,0,0
2022.10.20,1,Loc67,0,SRGAP2,SRGAP2A,SRGAP2A,5328.363,120,14.70523139,0,0
2022.10.20,1,Loc68,0,SRGAP2,SRGAP2A,SRGAP2A,3572.293,69,7.699497487,0,0
2022.10.20,1,Loc69,0,SRGAP2,SRGAP2A,SRGAP2A,3342.875,107,4.290416263,0,0
2022.10.20,1,Loc70,0,SRGAP2,SRGAP2A,SRGAP2A,2423.505,45,6.328719723,0,0
2022.10.20,1,Loc71,0,control,eGFP,control,4084.844,60,12,0,0
2022.10.20,1,Loc72,0,control,eGFP,control,7146.784,141,17.89007782,0,0
2022.10.20,1,Loc73,0,control,scrambled,control,4487.303,97,9.811320755,0,0
2022.10.20,1,Loc74,0,control,scrambled,control,19309.868,59,73.32875,5,0.083333333
2022.10.20,1,Loc75,0,control,scrambled,control,2911.386,56,16.14944835,0,0
2022.10.20,1,Loc76,0,control,scrambled,control,3359.789,38,19.15667311,0,0
2022.10.20,1,Loc77,0,control,scrambled,control,2156.954,29,11.31499461,0,0
2022.10.20,1,Loc78,0,control,scrambled,control,12136.951,101,47.06291834,1,0.016666667
2022.10.20,1,Loc79,0,control,scrambled,control,2469.987,14,8.345857418,0,0
2022.10.20,1,Loc80,0,control,scrambled,control,6235.206,100,17.21057884,0,0
2022.10.20,1,Loc81,0,control,scrambled,control,7951.885,169,14.03862661,0,0
2022.10.20,1,Loc82,0,control,scrambled,control,2470.633,27,3.934,0,0
2022.10.20,1,Loc83,0,control,eGFP,control,5228.883,97,19.92140641,0,0
2022.10.20,1,Loc84,0,control,eGFP,control,2326.164,28,13.5,0,0
2022.10.20,1,Loc85,0,control,scrambled,control,3930.858,88,7.927590512,0,0
2022.10.20,1,Loc86,0,control,scrambled,control,13406.851,69,39.81313131,6,0.1
2022.10.20,1,Loc87,0,control,scrambled,control,305.385,0,39.81313131,0,0
2022.10.20,1,Loc88,0,control,scrambled,control,12148.442,105,22.94731183,0,0
2022.10.20,1,Loc89,0,control,scrambled,control,4341.109,96,15.73684211,0,0
2022.10.20,1,Loc90,0,control,scrambled,control,4027.866,115,6.879120879,0,0
2022.10.20,1,Loc91,0,control,scrambled,control,3047.442,46,5.808333333,0,0
2022.10.20,1,Loc92,0,control,scrambled,control,458.577,0,5.808333333,0,0
2022.10.20,1,Loc93,0,control,scrambled,control,7621.188,165,12.36236236,0,0
2022.10.20,1,Loc94,0,control,scrambled,control,1174.068,27,21.35294118,0,0
2022.10.20,1,Loc95,0,control,eGFP,control,25159.692,48,113.4327869,33,0.55
2022.10.20,1,Loc96,0,control,eGFP,control,3402.577,57,11.24248497,0,0
2022.10.20,1,Loc01,2.5,SRGAP2,srgap2KO,srgap2KO,3198.872,71,23.155,1,0.016666667
2022.10.20,1,Loc02,2.5,SRGAP2,srgap2KO,srgap2KO,1245.697,2,10.16170635,0,0
2022.10.20,1,Loc03,2.5,SRGAP2,srgap2KO,srgap2KO,2347.045,57,12.922,0,0
2022.10.20,1,Loc04,2.5,SRGAP2,srgap2KO,srgap2KO,3486.171,48,9.731,0,0
2022.10.20,1,Loc05,2.5,SRGAP2,srgap2KO,srgap2KO,3996.055,43,70.089,8,0.133333333
2022.10.20,1,Loc06,2.5,SRGAP2,srgap2KO,srgap2KO,10090.802,114,40.96096096,8,0.133333333
2022.10.20,1,Loc07,2.5,SRGAP2,srgap2KO,srgap2KO,3260.836,26,57.875,2,0.033333333
2022.10.20,1,Loc08,2.5,SRGAP2,srgap2KO,srgap2KO,6567.066,84,60.927,27,0.45
2022.10.20,1,Loc09,2.5,SRGAP2,srgap2KO,srgap2KO,5067.726,63,58.285,15,0.25
2022.10.20,1,Loc10,2.5,SRGAP2,srgap2KO,srgap2KO,6192.46,40,71.326,19,0.316666667
2022.10.20,1,Loc11,2.5,control,eGFP,control,6267.91,92,64.13213213,16,0.266666667
2022.10.20,1,Loc12,2.5,control,eGFP,control,4644.612,48,21.97219464,0,0
2022.10.20,1,Loc13,2.5,SRGAP2,srgap2KO,srgap2KO,6144.624,63,67.305,5,0.083333333
2022.10.20,1,Loc14,2.5,SRGAP2,srgap2KO,srgap2KO,2963.314,21,5.174825175,0,0
2022.10.20,1,Loc15,2.5,SRGAP2,srgap2KO,srgap2KO,1946.785,13,8.024,0,0
2022.10.20,1,Loc16,2.5,SRGAP2,srgap2KO,srgap2KO,3917.576,37,56.52637022,11,0.183333333
2022.10.20,1,Loc17,2.5,SRGAP2,srgap2KO,srgap2KO,8209.942,143,57.968,23,0.383333333
2022.10.20,1,Loc18,2.5,SRGAP2,srgap2KO,srgap2KO,3869.99,40,54.0892678,2,0.033333333
2022.10.20,1,Loc19,2.5,SRGAP2,srgap2KO,srgap2KO,3070.063,24,9.027972028,0,0
2022.10.20,1,Loc20,2.5,SRGAP2,srgap2KO,srgap2KO,4595.042,78,27.562,3,0.05
2022.10.20,1,Loc21,2.5,SRGAP2,srgap2KO,srgap2KO,4846.865,45,73.553,13,0.216666667
2022.10.20,1,Loc22,2.5,SRGAP2,srgap2KO,srgap2KO,4923.923,43,81.766,9,0.15
2022.10.20,1,Loc23,2.5,control,eGFP,control,5575.543,57,70.859,12,0.2
2022.10.20,1,Loc24,2.5,control,eGFP,control,5036.31,82,39.979,1,0.016666667
2022.10.20,1,Loc25,2.5,SRGAP2,SRGAP2C,SRGAP2C,5994.434,48,65.347,7,0.116666667
2022.10.20,1,Loc26,2.5,SRGAP2,SRGAP2C,SRGAP2C,5188.622,129,21.757,0,0
2022.10.20,1,Loc27,2.5,SRGAP2,SRGAP2C,SRGAP2C,3039.564,13,22.606,0,0
2022.10.20,1,Loc28,2.5,SRGAP2,SRGAP2C,SRGAP2C,4048,36,43.799,4,0.066666667
2022.10.20,1,Loc29,2.5,SRGAP2,SRGAP2C,SRGAP2C,2794.03,18,25.8,1,0.016666667
2022.10.20,1,Loc30,2.5,SRGAP2,SRGAP2C,SRGAP2C,4598.098,37,65.797,5,0.083333333
2022.10.20,1,Loc31,2.5,SRGAP2,SRGAP2C,SRGAP2C,5422.468,74,67.654,6,0.1
2022.10.20,1,Loc32,2.5,SRGAP2,SRGAP2C,SRGAP2C,4365.095,114,7.536,0,0
2022.10.20,1,Loc33,2.5,SRGAP2,SRGAP2C,SRGAP2C,5552.82,44,54.067,19,0.316666667
2022.10.20,1,Loc34,2.5,SRGAP2,SRGAP2C,SRGAP2C,6144.853,68,43.294,19,0.316666667
2022.10.20,1,Loc35,2.5,control,eGFP,control,4176.368,70,33.259,4,0.066666667
2022.10.20,1,Loc36,2.5,control,eGFP,control,8091.365,82,33.446,6,0.1
2022.10.20,1,Loc37,2.5,SRGAP2,SRGAP2C,SRGAP2C,787.582,9,3.181818182,0,0
2022.10.20,1,Loc38,2.5,SRGAP2,SRGAP2C,SRGAP2C,6209.682,73,43.39677047,21,0.35
2022.10.20,1,Loc39,2.5,SRGAP2,SRGAP2C,SRGAP2C,8826.511,116,45.785,41,0.683333333
2022.10.20,1,Loc40,2.5,SRGAP2,SRGAP2C,SRGAP2C,5710.704,66,48.713,14,0.233333333
2022.10.20,1,Loc41,2.5,SRGAP2,SRGAP2C,SRGAP2C,6390.613,54,52.73473473,14,0.233333333
2022.10.20,1,Loc42,2.5,SRGAP2,SRGAP2C,SRGAP2C,4200.977,54,51.166,3,0.05
2022.10.20,1,Loc43,2.5,SRGAP2,SRGAP2C,SRGAP2C,6127.713,58,44.823,19,0.316666667
2022.10.20,1,Loc44,2.5,SRGAP2,SRGAP2C,SRGAP2C,4687.307,47,61.195,13,0.216666667
2022.10.20,1,Loc45,2.5,SRGAP2,SRGAP2C,SRGAP2C,6699.404,78,51.444,25,0.416666667
2022.10.20,1,Loc46,2.5,SRGAP2,SRGAP2C,SRGAP2C,2478.731,18,43.05311542,3,0.05
2022.10.20,1,Loc47,2.5,control,eGFP,control,3598.31,47,18.553,0,0
2022.10.20,1,Loc48,2.5,control,eGFP,control,3262.665,45,35.59050445,4,0.066666667
2022.10.20,1,Loc49,2.5,SRGAP2,SRGAP2A,SRGAP2A,6751.981,68,64.10599572,30,0.5
2022.10.20,1,Loc50,2.5,SRGAP2,SRGAP2A,SRGAP2A,4808.193,43,67.91091091,9,0.15
2022.10.20,1,Loc51,2.5,SRGAP2,SRGAP2A,SRGAP2A,5345.122,66,37.259,16,0.266666667
2022.10.20,1,Loc52,2.5,SRGAP2,SRGAP2A,SRGAP2A,4829.556,35,49.756,13,0.216666667
2022.10.20,1,Loc53,2.5,SRGAP2,SRGAP2A,SRGAP2A,8506.214,67,89.39720559,38,0.633333333
2022.10.20,1,Loc54,2.5,SRGAP2,SRGAP2A,SRGAP2A,3689.984,23,43.291,7,0.116666667
2022.10.20,1,Loc55,2.5,SRGAP2,SRGAP2A,SRGAP2A,2602.379,33,8.259931896,0,0
2022.10.20,1,Loc56,2.5,SRGAP2,SRGAP2A,SRGAP2A,1836.741,43,22.89189189,0,0
2022.10.20,1,Loc57,2.5,SRGAP2,SRGAP2A,SRGAP2A,6449.056,47,57.186,28,0.466666667
2022.10.20,1,Loc58,2.5,SRGAP2,SRGAP2A,SRGAP2A,4132.6,30,54.315,6,0.1
2022.10.20,1,Loc59,2.5,control,eGFP,control,5041.397,42,68.408,12,0.2
2022.10.20,1,Loc60,2.5,control,eGFP,control,4320.83,58,68.29263566,11,0.183333333
2022.10.20,1,Loc61,2.5,SRGAP2,SRGAP2A,SRGAP2A,8463.791,68,69.35463918,29,0.483333333
2022.10.20,1,Loc62,2.5,SRGAP2,SRGAP2A,SRGAP2A,474.733,2,21.217,0,0
2022.10.20,1,Loc63,2.5,SRGAP2,SRGAP2A,SRGAP2A,9368.629,92,66.3026973,35,0.583333333
2022.10.20,1,Loc64,2.5,SRGAP2,SRGAP2A,SRGAP2A,5622.831,72,75.70719844,15,0.25
2022.10.20,1,Loc65,2.5,SRGAP2,SRGAP2A,SRGAP2A,4419.507,56,43.3081696,11,0.183333333
2022.10.20,1,Loc66,2.5,SRGAP2,SRGAP2A,SRGAP2A,5403.459,42,66.837,18,0.3
2022.10.20,1,Loc67,2.5,SRGAP2,SRGAP2A,SRGAP2A,4547.869,43,70.29625885,6,0.1
2022.10.20,1,Loc68,2.5,SRGAP2,SRGAP2A,SRGAP2A,3915.421,64,34.444,3,0.05
2022.10.20,1,Loc69,2.5,SRGAP2,SRGAP2A,SRGAP2A,3797.873,75,25.04,2,0.033333333
2022.10.20,1,Loc70,2.5,SRGAP2,SRGAP2A,SRGAP2A,4809.194,74,51.525,4,0.066666667
2022.10.20,1,Loc71,2.5,control,eGFP,control,3168.47,21,46.503,2,0.033333333
2022.10.20,1,Loc72,2.5,control,eGFP,control,3854.401,44,40.95209581,6,0.1
2022.10.20,1,Loc73,2.5,control,scrambled,control,5740.382,57,53.17757009,10,0.166666667
2022.10.20,1,Loc74,2.5,control,scrambled,control,4526.171,41,20.313,0,0
2022.10.20,1,Loc75,2.5,control,scrambled,control,4377.871,30,58.64699793,13,0.216666667
2022.10.20,1,Loc76,2.5,control,scrambled,control,7579.409,67,80.708,21,0.35
2022.10.20,1,Loc77,2.5,control,scrambled,control,2766.898,9,10.384,0,0
2022.10.20,1,Loc78,2.5,control,scrambled,control,3937.233,29,73.68297872,8,0.133333333
2022.10.20,1,Loc79,2.5,control,scrambled,control,4443.028,33,55.144,21,0.35
2022.10.20,1,Loc80,2.5,control,scrambled,control,3851.07,62,27.84359233,2,0.033333333
2022.10.20,1,Loc81,2.5,control,scrambled,control,5925.005,43,77.661,23,0.383333333
2022.10.20,1,Loc82,2.5,control,scrambled,control,3505.023,33,7.085914086,0,0
2022.10.20,1,Loc83,2.5,control,eGFP,control,4406.02,39,47.398,4,0.066666667
2022.10.20,1,Loc84,2.5,control,eGFP,control,8608.181,113,70.246,12,0.2
2022.10.20,1,Loc85,2.5,control,scrambled,control,4487.475,29,67.62564633,13,0.216666667
2022.10.20,1,Loc86,2.5,control,scrambled,control,5219.156,53,44.02795031,3,0.05
2022.10.20,1,Loc87,2.5,control,scrambled,control,58.379,0,44.02795031,0,0
2022.10.20,1,Loc88,2.5,control,scrambled,control,7481.812,118,76.401,17,0.283333333
2022.10.20,1,Loc89,2.5,control,scrambled,control,8820.007,86,79.718107,41,0.683333333
2022.10.20,1,Loc90,2.5,control,scrambled,control,5661.575,65,67.95472837,16,0.266666667
2022.10.20,1,Loc91,2.5,control,scrambled,control,4625.022,51,84.02070393,7,0.116666667
2022.10.20,1,Loc92,2.5,control,scrambled,control,394.973,3,58.66666667,2,0.033333333
2022.10.20,1,Loc93,2.5,control,scrambled,control,6235.288,78,66.19131334,13,0.216666667
2022.10.20,1,Loc94,2.5,control,scrambled,control,3154.188,39,28.76447106,1,0.016666667
2022.10.20,1,Loc95,2.5,control,eGFP,control,6334.197,101,82.564,19,0.316666667
2022.10.20,1,Loc96,2.5,control,eGFP,control,4660.964,56,59.567,7,0.116666667
2022.10.20,2,Loc01,0,SRGAP2,srgap2KO,srgap2KO,3531.771,66,10.724,0,0
2022.10.20,2,Loc02,0,SRGAP2,srgap2KO,srgap2KO,2946.189,38,3.914914915,0,0
2022.10.20,2,Loc03,0,SRGAP2,srgap2KO,srgap2KO,5849.574,43,23.344,1,0.016666667
2022.10.20,2,Loc04,0,SRGAP2,srgap2KO,srgap2KO,6915.551,124,5.095944609,0,0
2022.10.20,2,Loc05,0,SRGAP2,srgap2KO,srgap2KO,11615.433,77,23.53763441,1,0.016666667
2022.10.20,2,Loc06,0,SRGAP2,srgap2KO,srgap2KO,3158.946,46,5.023,0,0
2022.10.20,2,Loc07,0,SRGAP2,srgap2KO,srgap2KO,8436.565,132,13.296,0,0
2022.10.20,2,Loc08,0,SRGAP2,srgap2KO,srgap2KO,6723.086,134,54.27941176,1,0.016666667
2022.10.20,2,Loc09,0,SRGAP2,srgap2KO,srgap2KO,10726.51,122,14.952,0,0
2022.10.20,2,Loc10,0,SRGAP2,srgap2KO,srgap2KO,3320.085,71,5.311557789,0,0
2022.10.20,2,Loc11,0,control,eGFP,control,5539.305,137,9.057,0,0
2022.10.20,2,Loc12,0,control,eGFP,control,3245.754,82,20.36363636,0,0
2022.10.20,2,Loc13,0,SRGAP2,srgap2KO,srgap2KO,5950.424,168,26.0959596,1,0.016666667
2022.10.20,2,Loc14,0,SRGAP2,srgap2KO,srgap2KO,6538.711,151,11.90386521,0,0
2022.10.20,2,Loc15,0,SRGAP2,srgap2KO,srgap2KO,3272.446,78,22.34,0,0
2022.10.20,2,Loc16,0,SRGAP2,srgap2KO,srgap2KO,2776.819,24,7.51996008,0,0
2022.10.20,2,Loc17,0,SRGAP2,srgap2KO,srgap2KO,4607.98,141,6.689,0,0
2022.10.20,2,Loc18,0,SRGAP2,srgap2KO,srgap2KO,2773.033,21,4.481963928,0,0
2022.10.20,2,Loc19,0,SRGAP2,srgap2KO,srgap2KO,3887.893,116,4.9,0,0
2022.10.20,2,Loc20,0,SRGAP2,srgap2KO,srgap2KO,3125.451,50,12.70552147,0,0
2022.10.20,2,Loc21,0,SRGAP2,srgap2KO,srgap2KO,3168.918,72,7.929194956,0,0
2022.10.20,2,Loc22,0,SRGAP2,srgap2KO,srgap2KO,3201.832,60,4.364669421,0,0
2022.10.20,2,Loc23,0,control,eGFP,control,3611.582,76,5.911,0,0
2022.10.20,2,Loc24,0,control,eGFP,control,3804.613,102,4.691616766,0,0
2022.10.20,2,Loc25,0,SRGAP2,SRGAP2C,SRGAP2C,13607.619,134,17.675,0,0
2022.10.20,2,Loc26,0,SRGAP2,SRGAP2C,SRGAP2C,3900.051,96,10.0969031,0,0
2022.10.20,2,Loc27,0,SRGAP2,SRGAP2C,SRGAP2C,7980.497,186,22.65556712,0,0
2022.10.20,2,Loc28,0,SRGAP2,SRGAP2C,SRGAP2C,6891.438,151,14.85640496,0,0
2022.10.20,2,Loc29,0,SRGAP2,SRGAP2C,SRGAP2C,3684.634,90,11.91017964,0,0
2022.10.20,2,Loc30,0,SRGAP2,SRGAP2C,SRGAP2C,8481.502,116,30.06438632,1,0.016666667
2022.10.20,2,Loc31,0,SRGAP2,SRGAP2C,SRGAP2C,3116.653,65,3.971953578,0,0
2022.10.20,2,Loc32,0,SRGAP2,SRGAP2C,SRGAP2C,3511.488,73,4.275,0,0
2022.10.20,2,Loc33,0,SRGAP2,SRGAP2C,SRGAP2C,3672.12,69,5.440206186,0,0
2022.10.20,2,Loc34,0,SRGAP2,SRGAP2C,SRGAP2C,3938.599,119,5.152,0,0
2022.10.20,2,Loc35,0,control,eGFP,control,2968.883,35,6.18,0,0
2022.10.20,2,Loc36,0,control,eGFP,control,4739.86,133,7.673216132,0,0
2022.10.20,2,Loc37,0,SRGAP2,SRGAP2C,SRGAP2C,11892.032,96,22.725,0,0
2022.10.20,2,Loc38,0,SRGAP2,SRGAP2C,SRGAP2C,3878.731,62,4.536,0,0
2022.10.20,2,Loc39,0,SRGAP2,SRGAP2C,SRGAP2C,3574.376,50,8.717,0,0
2022.10.20,2,Loc40,0,SRGAP2,SRGAP2C,SRGAP2C,8147.192,128,16.908,0,0
2022.10.20,2,Loc41,0,SRGAP2,SRGAP2C,SRGAP2C,3361.614,77,4.369930762,0,0
2022.10.20,2,Loc42,0,SRGAP2,SRGAP2C,SRGAP2C,2680.118,16,3.247,0,0
2022.10.20,2,Loc43,0,SRGAP2,SRGAP2C,SRGAP2C,3875.717,57,8.379,0,0
2022.10.20,2,Loc44,0,SRGAP2,SRGAP2C,SRGAP2C,3633.166,87,5.539,0,0
2022.10.20,2,Loc45,0,SRGAP2,SRGAP2C,SRGAP2C,3140.102,71,3.429679922,0,0
2022.10.20,2,Loc46,0,SRGAP2,SRGAP2C,SRGAP2C,3282.941,22,5.983511154,0,0
2022.10.20,2,Loc47,0,control,eGFP,control,3634.967,87,7.275077559,0,0
2022.10.20,2,Loc48,0,control,eGFP,control,4187.716,79,9.222,0,0
2022.10.20,2,Loc49,0,SRGAP2,SRGAP2A,SRGAP2A,3174.76,55,4.211211211,0,0
2022.10.20,2,Loc50,0,SRGAP2,SRGAP2A,SRGAP2A,3831.97,52,6.381592554,0,0
2022.10.20,2,Loc51,0,SRGAP2,SRGAP2A,SRGAP2A,6196.472,80,14.79295154,0,0
2022.10.20,2,Loc52,0,SRGAP2,SRGAP2A,SRGAP2A,7337.817,100,6.745,0,0
2022.10.20,2,Loc53,0,SRGAP2,SRGAP2A,SRGAP2A,4484.287,131,9.429018789,0,0
2022.10.20,2,Loc54,0,SRGAP2,SRGAP2A,SRGAP2A,2772.095,17,4.587174349,0,0
2022.10.20,2,Loc55,0,SRGAP2,SRGAP2A,SRGAP2A,4672.417,116,7.11641791,0,0
2022.10.20,2,Loc56,0,SRGAP2,SRGAP2A,SRGAP2A,3197.008,44,6.620760534,0,0
2022.10.20,2,Loc57,0,SRGAP2,SRGAP2A,SRGAP2A,3754.811,80,7.514,0,0
2022.10.20,2,Loc58,0,SRGAP2,SRGAP2A,SRGAP2A,3648.267,67,11.70691434,0,0
2022.10.20,2,Loc59,0,control,eGFP,control,5288.424,90,10.08057851,0,0
2022.10.20,2,Loc60,0,control,eGFP,control,6869.943,142,27.754,2,0.033333333
2022.10.20,2,Loc61,0,SRGAP2,SRGAP2A,SRGAP2A,3740.584,103,4.366,0,0
2022.10.20,2,Loc62,0,SRGAP2,SRGAP2A,SRGAP2A,4823.178,135,10.98507463,0,0
2022.10.20,2,Loc63,0,SRGAP2,SRGAP2A,SRGAP2A,3154.829,17,4.503496503,0,0
2022.10.20,2,Loc64,0,SRGAP2,SRGAP2A,SRGAP2A,4532.29,118,10.5468599,0,0
2022.10.20,2,Loc65,0,SRGAP2,SRGAP2A,SRGAP2A,2945.893,42,7.474346563,0,0
2022.10.20,2,Loc66,0,SRGAP2,SRGAP2A,SRGAP2A,2938.612,21,4.061013444,0,0
2022.10.20,2,Loc67,0,SRGAP2,SRGAP2A,SRGAP2A,3146.314,56,13.9372428,0,0
2022.10.20,2,Loc68,0,SRGAP2,SRGAP2A,SRGAP2A,4203.49,98,5.49195171,0,0
2022.10.20,2,Loc69,0,SRGAP2,SRGAP2A,SRGAP2A,4006.377,118,7.11011011,0,0
2022.10.20,2,Loc70,0,SRGAP2,SRGAP2A,SRGAP2A,2801.887,82,6.763561924,0,0
2022.10.20,2,Loc71,0,control,eGFP,control,16695.029,20,39.503,20,0.333333333
2022.10.20,2,Loc72,0,control,eGFP,control,6023.924,103,6.454,0,0
2022.10.20,2,Loc73,0,control,scrambled,control,270.15,0,6.454,0,0
2022.10.20,2,Loc74,0,control,scrambled,control,5868.441,179,6.674302789,0,0
2022.10.20,2,Loc75,0,control,scrambled,control,4212.916,100,6.798201798,0,0
2022.10.20,2,Loc76,0,control,scrambled,control,2859.125,28,3.118801653,0,0
2022.10.20,2,Loc77,0,control,scrambled,control,2927.557,22,3.527859238,0,0
2022.10.20,2,Loc78,0,control,scrambled,control,4441.769,144,18.34375,0,0
2022.10.20,2,Loc79,0,control,scrambled,control,2897.214,41,3.884801549,0,0
2022.10.20,2,Loc80,0,control,scrambled,control,3019.195,35,4.24321608,0,0
2022.10.20,2,Loc81,0,control,scrambled,control,2250.442,26,3.833992095,0,0
2022.10.20,2,Loc82,0,control,scrambled,control,2899.862,47,4.562222222,0,0
2022.10.20,2,Loc83,0,control,eGFP,control,3163.649,84,8.653346653,0,0
2022.10.20,2,Loc84,0,control,eGFP,control,4140.15,99,7.980769231,0,0
2022.10.20,2,Loc85,0,control,scrambled,control,4000.315,78,5.47826087,0,0
2022.10.20,2,Loc86,0,control,scrambled,control,11972.586,88,14.50200401,0,0
2022.10.20,2,Loc87,0,control,scrambled,control,13018.101,37,15.22420635,0,0
2022.10.20,2,Loc88,0,control,scrambled,control,5899.779,137,14.097,0,0
2022.10.20,2,Loc89,0,control,scrambled,control,4130.699,92,8.629,0,0
2022.10.20,2,Loc90,0,control,scrambled,control,7762.476,60,11.798,0,0
2022.10.20,2,Loc91,0,control,scrambled,control,3575.074,94,6.39940239,0,0
2022.10.20,2,Loc92,0,control,scrambled,control,3141.181,61,5.794,0,0
2022.10.20,2,Loc93,0,control,scrambled,control,7066.754,52,12.861,0,0
2022.10.20,2,Loc94,0,control,scrambled,control,12022.947,34,7.780765253,0,0
2022.10.20,2,Loc95,0,control,eGFP,control,5144.169,78,9.862304688,0,0
2022.10.20,2,Loc96,0,control,eGFP,control,4300.614,91,36.72727273,2,0.033333333
2022.10.20,2,Loc01,2.5,SRGAP2,srgap2KO,srgap2KO,7004.032,41,103.7393035,23,0.383333333
2022.10.20,2,Loc02,2.5,SRGAP2,srgap2KO,srgap2KO,5611.445,64,79.632,21,0.35
2022.10.20,2,Loc03,2.5,SRGAP2,srgap2KO,srgap2KO,532.802,2,18.176,0,0
2022.10.20,2,Loc04,2.5,SRGAP2,srgap2KO,srgap2KO,3314.813,38,17.933,0,0
2022.10.20,2,Loc05,2.5,SRGAP2,srgap2KO,srgap2KO,5302.116,63,76.824,19,0.316666667
2022.10.20,2,Loc06,2.5,SRGAP2,srgap2KO,srgap2KO,3312.809,41,45.604,1,0.016666667
